OP | REF | HYP
OK | complicated | complicated
OK | way | way
SUB | than | then
SUB | any | the
SUB | sort | shores
OK | of | of
SUB | simple | folder
SUB | neural | that
SUB | network | work
OK | this | this
OK | is | is
DEL | a | ****
OK | sort | sort
OK | of | of
INS | **** | scheme
SUB | schematic | that
OK | diagram | diagram
SUB | you're | you
OK | not | not
OK | responsible | responsible
DEL | for | ****
SUB | this | oh
OK | of | of
OK | parts | parts
OK | of | of
OK | the | the
OK | visual | visual
SUB | cortex | vortex
OK | and | and
SUB | the | if
SUB | thing | they
OK | to | to
OK | realize | realize
OK | about | about
OK | this | this
OK | is | is
INS | **** | this
SUB | it's | extraordinary
SUB | extraordinarily | simple
SUB | simplified | fact
OK | so | so
OK | the | the
OK | brain | brain
OK | is | is
OK | a | a
OK | complicated | complicated
OK | system | system
OK | now | now
INS | **** | huh
OK | so | so
OK | we've | we've
OK | talked | talked
OK | a | a
OK | little | little
OK | bit | bit
OK | about | about
OK | the | the
OK | basic | basic
OK | building | building
OK | blocks | blocks
OK | of | of
OK | the | the
OK | brain | brain
INS | **** | your
INS | **** | odds
SUB | neurons | bob
SUB | we've | we
OK | then | then
OK | talked | talked
OK | about | about
OK | how | how
INS | **** | neurotic
SUB | neurons | and
SUB | can | jimmie
SUB | communicate | make
SUB | to | a
SUB | one | two
SUB | another | women
OK | then | then
SUB | we | turned
SUB | turned | founder
SUB | to | odds
SUB | how | are
SUB | neurons | on
SUB | are | our
OK | wired | wired
OK | up | up
INS | **** | to
SUB | together | get
OK | now | now
OK | let's | let's
OK | talk | talk
OK | a | a
OK | little | little
OK | bit | bit
DEL | about | ****
DEL | different | ****
SUB | parts | of
SUB | of | a
SUB | the | different
SUB | brain | part
SUB | now | truth
SUB | there's | out
SUB | some | the
SUB | things | something's
OK | you | you
OK | don't | don't
OK | actually | actually
OK | need | need
OK | your | your
OK | brain | brain
OK | to | to
OK | do | do
SUB | the | this
SUB | study | diary
OK | of | of
OK | what | what
OK | you | you
DEL | don't | ****
DEL | need | ****
SUB | your | believe
SUB | brain | the
SUB | to | brady
SUB | do | bill
SUB | has | as
OK | often | often
SUB | drawn | brought
OK | upon | upon
INS | **** | us
SUB | this | we're
SUB | weird | not
SUB | methodology | that
SUB | where | all
SUB | this | itchy
SUB | was | where
SUB | actually | does
SUB | done | actually
SUB | in | been
SUB | france | friends
OK | a | a
OK | lot | lot
INS | **** | we
SUB | where | would
SUB | they | be
SUB | would | kept
SUB | decapitate | the
OK | people | people
OK | and | and
OK | when | when
SUB | after | asked
SUB | they | if
SUB | decapitated | he
SUB | people | kept
SUB | psychologists | a
SUB | would | people
SUB | rush | psychologist
SUB | to | refresh
OK | the | the
OK | body | body
SUB | of | the
SUB | the | head
SUB | headless | was
OK | person | person
OK | and | and
DEL | sort | ****
SUB | of | search
OK | just | just
SUB | test | as
SUB | out | the
OK | reflexes | reflexes
DEL | and | ****
DEL | stuff | ****
DEL | like | ****
DEL | that | ****
SUB | it's | so
SUB | kind | what
SUB | of | i
OK | gruesome | gruesome
OK | but | but
OK | we | we
DEL | know | ****
DEL | there | ****
SUB | are | not
SUB | some | or
SUB | things | something
OK | you | you
OK | don't | don't
OK | need | need
OK | your | your
OK | brain | brain
DEL | for | ****
OK | you | you
OK | don't | don't
OK | need | need
SUB | your | a
OK | brain | brain
OK | for | for
OK | newborn | newborn
INS | **** | docking
SUB | sucking | ah
SUB | limb | when
SUB | flexation | flex
SUB | in | asian
SUB | withdrawal | withdraw
OK | from | from
OK | pain | pain
DEL | your | ****
SUB | limbs | you
SUB | will | and
OK | pull | pull
OK | back | back
OK | even | even
OK | if | if
OK | your | your
OK | head | head
OK | is | is
OK | gone | gone
SUB | erection | direction
OK | of | of
OK | the | the
OK | penis | penis
DEL | can | ****
DEL | be | ****
DEL | done | ****
SUB | without | indicative
SUB | a | of
SUB | brain | rain
OK | vomiting | vomiting
OK | also | also
DEL | is | ****
SUB | done | that
SUB | without | the
SUB | a | repair
SUB | brain | i
SUB | oh | i
SUB | i | and
SUB | need | in
OK | a | a
OK | volunteer | volunteer
OK | very | very
OK | simple | simple
OK | this | this
DEL | will | ****
DEL | not | ****
SUB | involve | one
SUB | any | fault
SUB | of | it
SUB | excellent | excellence
OK | any | any
OK | of | of
OK | the | the
SUB | above | vote
SUB | could | did
OK | you | you
OK | stand | stand
OK | up | up
SUB | just | the
SUB | okay | end
OK | this | this
OK | is | is
OK | a | a
OK | new | new
DEL | shirt | ****
DEL | so | ****
DEL | i | ****
DEL | want | ****
DEL | to | ****
SUB | stay | church
SUB | away | what's
SUB | just | their
SUB | no | what's
SUB | this | the
SUB | is | opposite
OK | if | if
DEL | you'll | ****
SUB | hold | you
SUB | out | will
SUB | your | ever
SUB | hand | have
OK | and | and
OK | one | one
DEL | hand | ****
DEL | flat | ****
DEL | the | ****
DEL | student | ****
DEL | holds | ****
DEL | his | ****
OK | hand | hand
DEL | out | ****
OK | flat | flat
DEL | excellent | ****
DEL | professor | ****
DEL | paul | ****
DEL | bloom | ****
DEL | raises | ****
DEL | a | ****
DEL | book | ****
DEL | above | ****
DEL | the | ****
DEL | student's | ****
DEL | hand | ****
OK | that's | that's
SUB | the | what
SUB | textbook | exquisite
SUB | 5th | textbook
OK | edition | edition
DEL | now | ****
DEL | professor | ****
DEL | paul | ****
DEL | bloom | ****
DEL | drops | ****
DEL | the | ****
DEL | book | ****
DEL | onto | ****
DEL | the | ****
DEL | student's | ****
DEL | hand | ****
DEL | after | ****
DEL | succumbing | ****
DEL | to | ****
DEL | the | ****
DEL | weight | ****
DEL | of | ****
DEL | the | ****
DEL | book | ****
DEL | the | ****
DEL | student's | ****
DEL | hand | ****
DEL | automatically | ****
DEL | raises | ****
DEL | back | ****
SUB | up | bob
OK | perfect | perfect
DEL | what | ****
DEL | you'll | ****
DEL | notice | ****
SUB | is | we'll
SUB | thank | notices
OK | you | you
SUB | very | heard
OK | much | much
DEL | what | ****
SUB | you'll | we
SUB | notice | are
SUB | is | notices
OK | this | this
SUB | hit | fitness
OK | and | and
DEL | this | ****
DEL | hand | ****
OK | went | went
OK | back | back
OK | up | up
OK | this | this
OK | is | is
OK | something | something
OK | automatic | automatic
SUB | instinctive | instinctively
OK | and | and
SUB | does | is
OK | not | not
OK | require | require
OK | your | your
OK | brain | brain
SUB | so | do
SUB | your | you
OK | brain | brain
SUB | isn't | is
SUB | needed | even
OK | for | for
OK | everything | everything
OK | what | what
OK | does | does
OK | your | your
OK | brain | brain
DEL | do | ****
OK | well | well
SUB | some | a
SUB | things | something's
OK | that | that
OK | your | your
OK | brain | brain
OK | does | does
OK | involve | involve
OK | very | very
INS | **** | low
INS | **** | level
SUB | low-level | lunch
SUB | internal | for
SUB | structures | months
SUB | and | tom
OK | these | these
OK | are | are
OK | called | called
INS | **** | salt
SUB | subcortical | orbital
OK | structures | structures
OK | because | because
INS | **** | you're
SUB | they're | bobo
SUB | below | look
SUB | the | for
SUB | cortex | tex
SUB | they're | the
OK | underneath | underneath
OK | the | the
SUB | cortex | portraits
OK | so | so
DEL | for | ****
DEL | instance | ****
DEL | what | ****
DEL | we | ****
DEL | have | ****
DEL | here | ****
SUB | gesturing | friends
SUB | toward | eskimo
SUB | the | yet
SUB | slides | there
OK | is | is
OK | a | a
OK | diagram | diagram
OK | of | of
OK | the | the
OK | brain | brain
OK | the | the
DEL | way | ****
DEL | to | ****
SUB | read | waiter
SUB | this | beaches
OK | diagram | diagram
OK | is | is
SUB | it's | this
SUB | as | is
OK | if | if
DEL | it | ****
DEL | were | ****
DEL | my | ****
DEL | brain | ****
SUB | and | a
SUB | i | worldwide
SUB | am | raymond
OK | facing | facing
OK | this | this
OK | way | way
SUB | my | when
SUB | head | he
OK | gets | gets
DEL | cut | ****
DEL | in | ****
SUB | half | caught
SUB | down | yeah
SUB | here | yeah
OK | and | and
DEL | then | ****
OK | you | you
DEL | could | ****
OK | see | see
OK | the | the
OK | brain | brain
OK | so | so
OK | this | this
OK | is | is
OK | the | the
SUB | front | frogs
OK | over | over
OK | here | here
OK | that's | that's
OK | the | the
OK | back | back
INS | **** | ah
OK | some | some
OK | key | key
OK | parts | parts
OK | are | are
OK | illustrated | illustrated
OK | here | here
OK | the | the
INS | **** | mid
INS | **** | to
SUB | medulla | upper
SUB | for | incense
SUB | instance | he
OK | is | is
OK | responsible | responsible
OK | for | for
OK | heart | heart
OK | rate | rate
DEL | and | ****
SUB | respiration | restoration
SUB | it's | is
OK | very | very
OK | deep | deep
OK | within | within
OK | the | the
OK | brain | brain
OK | and | and
OK | if | if
OK | it | it
OK | gets | gets
SUB | damaged | damage
OK | you | you
DEL | could | ****
SUB | you | that
SUB | are | you're
OK | likely | likely
OK | to | to
OK | die | die
OK | the | the
INS | **** | sarah
SUB | cerebellum | fella
OK | is | is
OK | responsible | responsible
OK | for | for
OK | body | body
OK | balance | balance
OK | and | and
OK | muscular | muscular
SUB | coordination | were
SUB | and | nature
SUB | to | and
SUB | give | again
OK | you | you
OK | again | again
DEL | a | ****
OK | feeling | feeling
OK | for | for
OK | the | the
OK | complexity | complexity
OK | of | of
SUB | these | the
SUB | systems | system's
OK | the | the
SUB | cerebellum | survey
SUB | contains | teams
SUB | approximately | approximate
SUB | 30 | thirty
OK | billion | billion
SUB | neurons | or
OK | the | the
INS | **** | height
SUB | hypothalamus | of
SUB | is | ala
SUB | responsible | messages
SUB | here | possible
SUB | for | here
SUB | feeding | kiki
OK | hunger | hunger
OK | thirst | thirst
DEL | and | ****
SUB | to | the
OK | some | some
OK | extent | extent
OK | sleep | sleep
OK | and | and
DEL | here | ****
SUB | is | here's
OK | the | the
OK | same | same
OK | brain | brain
INS | **** | hearts
SUB | parts | you
SUB | in | close
SUB | close-up | up
SUB | now | it
SUB | all | now
SUB | of | will
OK | these | these
OK | parts | parts
DEL | of | ****
SUB | the | are
OK | brains | brains
OK | are | are
OK | essential | essential
DEL | and | ****
OK | many | many
OK | of | of
DEL | them | ****
DEL | are | ****
SUB | implicated | the
SUB | in | reportedly
OK | interesting | interesting
DEL | psychological | ****
DEL | processes | ****
DEL | but | ****
OK | where | where
OK | the | the
OK | action | action
OK | is | is
OK | is | is
OK | the | the
DEL | cortex | ****
SUB | isn't | portraits
OK | this | this
OK | beautiful | beautiful
INS | **** | ah
OK | the | the
SUB | cortex | court
SUB | is | that
SUB | the | says
SUB | outer | it
SUB | layer | overweight
OK | and | and
DEL | the | ****
OK | outer | outer
OK | layer | layer
OK | is | is
OK | all | all
OK | crumpled | crumpled
OK | up | up
DEL | do | ****
DEL | you | ****
SUB | ever | the
SUB | wonder | romano
OK | why | why
DEL | your | ****
SUB | brain | you
SUB | looks | bring
SUB | wrinkled | with
SUB | that's | wrinkles
SUB | because | bob
SUB | it's | betty
SUB | all | physical
SUB | crumpled | problems
OK | if | if
SUB | you | each
SUB | took | were
SUB | out | killed
SUB | somebody's | somebody
SUB | cortex | is
SUB | and | vortex
SUB | flattened | in
SUB | it | flat
SUB | out | adapt
SUB | it | give
SUB | would | you
SUB | be | a
OK | two | two
OK | feet | feet
OK | square | square
SUB | sort | sir
SUB | of | what
SUB | like | can
SUB | a | i
SUB | nice | tell
SUB | like | it
SUB | a | rot
SUB | rug | ah
OK | and | and
OK | the | the
INS | **** | court
SUB | cortex | next
OK | is | is
SUB | where | we're
OK | all | all
DEL | the | ****
SUB | neat | one
SUB | stuff | needs
SUB | takes | the
SUB | place | explodes
OK | fish | fish
OK | don't | don't
OK | have | have
OK | any | any
OK | of | of
OK | that | that
OK | so | so
OK | no | no
SUB | offense | rents
SUB | to | a
OK | fish | fish
SUB | but | when
OK | it's | it's
OK | fish | fish
OK | don't | don't
OK | have | have
OK | much | much
OK | of | of
SUB | a | an
SUB | mental | adult
OK | life | life
OK | reptiles | reptiles
OK | and | and
OK | birds | birds
OK | have | have
OK | a | a
OK | little | little
OK | bit | bit
OK | about | about
DEL | it | ****
DEL | of | ****
DEL | it | ****
DEL | and | ****
SUB | primates | that
SUB | have | for
OK | a | a
SUB | lot | mate
SUB | and | the
OK | humans | humans
OK | have | have
OK | a | a
OK | real | real
OK | lot | lot
SUB | eighty | the
OK | percent | percent
OK | of | of
OK | the | the
OK | volume | volume
OK | of | of
OK | our | our
OK | brain | brain
DEL | about | ****
SUB | is | bell
SUB | cortex | ah
OK | and | and
OK | the | the
INS | **** | court
SUB | cortex | decks
OK | can | can
OK | be | be
OK | broken | broken
OK | up | up
OK | into | into
OK | different | different
OK | parts | parts
SUB | or | we're
SUB | lobes | waltz
OK | there | there
OK | is | is
SUB | the | a
SUB | and | free
OK | again | again
OK | this | this
OK | is | is
OK | facing | facing
OK | in | in
OK | profile | profile
DEL | forward | ****
SUB | there | court
SUB | is | there's
SUB | the | a
OK | frontal | frontal
SUB | lobe | up
OK | easy | easy
OK | to | to
OK | remember | remember
OK | this | this
DEL | part | ****
DEL | in | ****
DEL | front | ****
SUB | the | our
SUB | parietal | thoughts
SUB | lobe | ah
OK | the | the
SUB | occipital | arrival
SUB | lobe | hello
OK | and | and
DEL | the | ****
SUB | temporal | it's
SUB | lobe | improved
OK | and | and
DEL | one | ****
DEL | theme | ****
SUB | we're | when
SUB | going | the
SUB | to | letter
SUB | return | returned
OK | to | to
SUB | is | his
OK | this | this
OK | is | is
SUB | half | that
OK | the | the
OK | brain | brain
INS | **** | it's
OK | this | this
OK | is | is
OK | in | in
OK | fact | fact
OK | the | the
DEL | left | ****
SUB | half | lap
OK | of | of
OK | the | the
OK | brain | brain
DEL | on | ****
DEL | the | ****
SUB | other | another
OK | half | half
SUB | the | a
OK | right | right
SUB | half | that
OK | everything's | everything's
SUB | duplicated | duplicate
OK | with | with
OK | some | some
DEL | slight | ****
DEL | and | ****
SUB | subtle | slaves
OK | differences | differences
OK | what's | what's
OK | really | really
OK | weird | weird
OK | one | one
OK | really | really
SUB | weird | we're
SUB | finding | fine
OK | about | about
SUB | these | the
SUB | lobes | slopes
SUB | is | does
OK | that | that
SUB | they | include
SUB | include | koppel
SUB | topological | logical
OK | maps | maps
OK | they | they
OK | include | include
DEL | maps | ****
SUB | of | massive
OK | your | your
OK | body | body
SUB | there | oh
SUB | is | there's
OK | a | a
OK | cartoon | cartoon
OK | which | which
OK | actually | actually
DEL | illustrates | ****
SUB | a | illustrated
OK | classic | classic
SUB | experiment | dammit
OK | by | by
OK | some | some
INS | **** | physiology
SUB | physiologists | us
SUB | who | go
OK | for | for
OK | some | some
OK | reason | reason
INS | **** | pack
SUB | had | at
OK | a | a
OK | dog's | dog's
OK | brain | brain
OK | opened | opened
OK | up | up
SUB | and | the
SUB | started | service
OK | shocking | shocking
OK | different | different
OK | parts | parts
OK | of | of
DEL | the | ****
SUB | brain | a
SUB | you | break
SUB | could | it
SUB | do | a
OK | brain | brain
OK | surgery | surgery
DEL | while | ****
DEL | fully | ****
SUB | conscious | waffle
OK | because | because
DEL | the | ****
SUB | brain | frank
OK | itself | itself
OK | has | has
OK | no | no
DEL | sense | ****
SUB | organs | are
SUB | to | you
SUB | it | stuart
OK | and | and
OK | it | it
OK | turns | turns
SUB | out | up
SUB | that | at
OK | the | the
SUB | dog | top
SUB | when | one
SUB | they | is
SUB | zapped | that
OK | part | part
OK | of | of
DEL | its | ****
SUB | brain | this
SUB | its | break
SUB | leg | slade
OK | would | would
SUB | kick | pick
OK | up | up
OK | and | and
INS | **** | it's
SUB | it | got
SUB | took | leopard
SUB | dr | than
SUB | penfield | fields
SUB | at | a
SUB | mcgill | medical
OK | university | university
OK | to | to
OK | do | do
OK | the | the
OK | same | same
OK | thing | thing
OK | with | with
OK | people | people
OK | so | so
DEL | they | ****
DEL | were | ****
SUB | doing | you
SUB | some | know
SUB | brain | suffering
OK | surgery | surgery
DEL | he | ****
SUB | had | the
SUB | a | ethel
SUB | little | like
SUB | electrical | to
SUB | thing | pulling
SUB | just | the
SUB | on | song
OK | i | i
DEL | don't | ****
DEL | know | ****
DEL | how | ****
DEL | he | ****
DEL | thought | ****
SUB | to | would
OK | do | do
OK | this | this
DEL | he | ****
DEL | started | ****
SUB | zapping | is
OK | it | it
SUB | and | is
SUB | boom | acting
SUB | the | up
SUB | person | and
SUB | parts | go
SUB | of | proceed
SUB | their | dear
OK | body | body
DEL | would | ****
SUB | move | with
OK | more | more
OK | than | than
OK | that | that
DEL | when | ****
SUB | he | we
SUB | zapped | zach
OK | other | other
OK | parts | parts
DEL | of | ****
SUB | the | or
OK | brain | brain
DEL | people | ****
DEL | would | ****
DEL | claim | ****
DEL | to | ****
DEL | see | ****
DEL | colors | ****
DEL | and | ****
DEL | he | ****
SUB | zapped | these
OK | other | other
OK | parts | parts
OK | of | of
DEL | the | ****
SUB | brain | rain
OK | people | people
DEL | would | ****
OK | claim | claim
DEL | to | ****
SUB | hear | here
SUB | sounds | chaps
SUB | and | in
OK | other | other
OK | parts | parts
DEL | of | ****
SUB | the | are
SUB | brain | boring
OK | people | people
OK | would | would
OK | claim | claim
OK | to | to
OK | experience | experience
DEL | touch | ****
OK | and | and
SUB | through | to
OK | his | his
OK | research | research
DEL | and | ****
SUB | other | another
OK | research | research
OK | it | it
OK | was | was
OK | found | found
DEL | that | ****
DEL | there | ****
DEL | are | ****
SUB | maps | aftermath
OK | in | in
OK | the | the
OK | brain | brain
OK | of | of
SUB | the | a
SUB | body | baht
OK | there | there
OK | is | is
OK | a | a
OK | map | map
OK | in | in
OK | the | the
OK | motor | motor
DEL | part | ****
DEL | of | ****
DEL | the | ****
SUB | brain | park
SUB | the | mulder
SUB | motor | court
SUB | cortex | bets
SUB | of | ah
OK | the | the
SUB | sort | soared
OK | up | up
OK | on | on
SUB | the | laughs
SUB | left | and
SUB | and | a
SUB | the | sense
SUB | sensory | record
SUB | cortex | facts
OK | of | of
OK | the | the
DEL | sort | ****
DEL | that | ****
SUB | you | soar
SUB | could | the
SUB | see | patsy
OK | on | on
DEL | the | ****
OK | right | right
DEL | and | ****
OK | if | if
OK | you | you
SUB | and | can
OK | you | you
DEL | could | ****
OK | tell | tell
OK | what's | what's
OK | what | what
OK | by | by
OK | opening | opening
OK | up | up
OK | the | the
OK | brain | brain
OK | and | and
OK | shocking | shocking
OK | different | different
OK | parts | parts
DEL | and | ****
SUB | those | you
SUB | parts | know
SUB | would | sparkle
OK | correspond | correspond
OK | to | to
DEL | the | ****
OK | parts | parts
OK | of | of
DEL | the | ****
OK | body | body
DEL | shown | ****
DEL | in | ****
DEL | the | ****
SUB | diagram | bob
SUB | there | joe
SUB | now | in
SUB | two | indictment
SUB | things | that
SUB | to | tuesday's
OK | notice | notice
SUB | about | but
OK | these | these
OK | maps | maps
SUB | the | ah
SUB | first | for
SUB | is | sisters
SUB | they're | papa
SUB | topographical | papa
SUB | and | graphic
OK | what | what
OK | this | this
OK | means | means
OK | is | is
DEL | that | ****
OK | if | if
OK | two | two
OK | parts | parts
OK | of | of
DEL | the | ****
DEL | two | ****
DEL | parts | ****
DEL | are | ****
DEL | close | ****
SUB | together | that
SUB | on | your
SUB | the | honor
OK | body | body
DEL | they'll | ****
SUB | be | bobby
OK | close | close
OK | together | together
OK | on | on
SUB | the | a
SUB | brain | break
OK | so | so
INS | **** | you're
SUB | your | out
SUB | tongue | it
OK | is | is
OK | closer | closer
OK | to | to
OK | your | your
DEL | jaw | ****
SUB | than | drop
OK | it | it
OK | is | is
DEL | to | ****
DEL | your | ****
SUB | hip | tier
SUB | in | get
SUB | the | it
SUB | body | nobody
OK | so | so
OK | too | too
OK | in | in
OK | both | both
OK | the | the
SUB | motor | most
SUB | cortex | report
SUB | and | next
SUB | the | vanessa
SUB | somatosensory | messes
SUB | cortex | reports
OK | also | also
OK | you'll | you'll
OK | notice | notice
SUB | that | of
SUB | the | this
SUB | size | i.'s
OK | of | of
OK | the | the
OK | body | body
OK | part | part
DEL | represented | ****
DEL | in | ****
SUB | the | representative
OK | brain | brain
OK | does | does
OK | not | not
OK | correspond | correspond
OK | to | to
OK | the | the
OK | size | size
OK | of | of
DEL | the | ****
OK | body | body
SUB | part | art
OK | in | in
SUB | the | a
OK | real | real
OK | world | world
OK | rather | rather
OK | what | what
OK | determines | determines
OK | the | the
OK | size | size
INS | **** | and
INS | **** | rape
SUB | in | is
SUB | the | it
SUB | brain | state
SUB | is | of
SUB | the | his
OK | extent | extent
OK | to | to
OK | which | which
OK | either | either
OK | they | they
OK | have | have
DEL | motor | ****
DEL | command | ****
SUB | over | more
SUB | it | matter
SUB | or | for
OK | sensory | sensory
OK | control | control
DEL | so | ****
OK | there's | there's
OK | a | a
OK | whole | whole
OK | lot | lot
DEL | of | ****
SUB | sensory | century
OK | organs | organs
DEL | for | ****
DEL | instance | ****
DEL | focused | ****
SUB | along | resist
SUB | your | focus
SUB | tongue | on
SUB | and | top
OK | that's | that's
SUB | why | when
SUB | that's | it's
SUB | so | o.
SUB | big | k.
OK | and | and
DEL | an | ****
OK | enormous | enormous
OK | amount | amount
OK | on | on
SUB | your | a
OK | face | face
DEL | but | ****
SUB | your | by
SUB | shoulder | the
SUB | isn't | year
SUB | even | on
SUB | doesn't | year
SUB | even | the
SUB | make | shoulder
SUB | it | this
SUB | on | event
SUB | there | vivian
SUB | because | a
SUB | although | cut
SUB | your | on
SUB | shoulder | that
SUB | might | w.
SUB | be | shoulder
SUB | bigger | maybe
SUB | than | begun
SUB | your | it's
SUB | tongue | hot
SUB | there's | to
SUB | not | some
OK | much | much
OK | going | going
OK | on | on
OK | in | in
OK | fact | fact
OK | if | if
OK | you | you
DEL | draw | ****
SUB | a | try
OK | diagram | diagram
OK | of | of
OK | a | a
OK | person | person
OK | what | what
OK | their | their
OK | body | body
OK | is | is
OK | corresponding | corresponding
OK | to | to
DEL | the | ****
DEL | amount | ****
SUB | of | that
SUB | somatosensory | this
SUB | cortex | matters
OK | you | you
OK | get | get
OK | something | something
DEL | like | ****
DEL | that | ****
DEL | gesturing | ****
DEL | toward | ****
DEL | the | ****
SUB | slide | pat
OK | that's | that's
OK | your | your
OK | sensory | sensory
INS | **** | why
SUB | body | booth
OK | now | now
OK | so | so
DEL | you | ****
SUB | have | yeah
OK | these | these
SUB | maps | acts
OK | in | in
OK | your | your
OK | head | head
DEL | but | ****
SUB | the | this
OK | thing | thing
OK | to | to
OK | realize | realize
DEL | is | ****
DEL | and | ****
DEL | these | ****
DEL | maps | ****
SUB | are | this
SUB | part | is
SUB | of | that
SUB | your | a
SUB | cortex | party
SUB | but | portraits
OK | the | the
OK | things | things
DEL | to | ****
DEL | realize | ****
SUB | is | realizes
OK | that's | that's
DEL | an | ****
OK | important | important
OK | part | part
DEL | of | ****
OK | what | what
OK | goes | goes
OK | on | on
DEL | in | ****
OK | your | your
OK | brain | brain
OK | but | but
OK | less | less
OK | than | than
OK | one | one
OK | quarter | quarter
OK | of | of
OK | the | the
SUB | cortex | vortex
SUB | contains | if
SUB | these | he's
OK | maps | maps
SUB | or | for
SUB | projection | production
SUB | areas | merits
OK | the | the
SUB | rest | wrath
OK | is | is
OK | involved | involved
OK | in | in
OK | language | language
OK | and | and
OK | reasoning | reasoning
DEL | and | ****
SUB | moral | immoral
OK | thought | thought
OK | and | and
OK | so | so
OK | on | on
OK | and | and
OK | in | in
OK | fact | fact
SUB | the | a
OK | proportion | proportion
OK | as | as
OK | you | you
OK | go | go
OK | from | from
DEL | rat | ****
SUB | cat | rack
SUB | and | have
SUB | monkey | of
OK | humans | humans
OK | less | less
SUB | and | than
OK | less | less
OK | of | of
OK | it | it
OK | is | is
INS | **** | the
SUB | devoted | vote
OK | to | to
OK | projection | projection
DEL | and | ****
DEL | there | ****
DEL | is | ****
SUB | more | heirs
OK | and | and
SUB | more | warm
SUB | to | more
SUB | other | bob
SUB | things | thanks
OK | so | so
SUB | how | well
SUB | do | have
OK | we | we
OK | figure | figure
OK | out | out
SUB | what | but
SUB | the | that
OK | other | other
OK | parts | parts
OK | of | of
OK | the | the
OK | brain | brain
OK | do | do
OK | well | well
OK | there's | there's
OK | all | all
OK | sorts | sorts
OK | of | of
OK | methods | methods
OK | typically | typically
SUB | these | czar
SUB | are | we
SUB | recent | see
OK | imaging | imaging
OK | methods | methods
OK | like | like
INS | **** | hast
INS | **** | man
SUB | cat | head
OK | scan | scan
OK | and | and
DEL | pet | ****
SUB | scan | if
SUB | and | memorized
SUB | fmri | ah
OK | which | which
OK | as | as
OK | i | i
OK | said | said
OK | before | before
OK | show | show
DEL | parts | ****
SUB | of | archie
SUB | your | a
OK | brain | brain
DEL | at | ****
OK | work | work
OK | if | if
OK | you | you
DEL | want | ****
SUB | to | wanna
OK | know | know
OK | which | which
DEL | part | ****
DEL | of | ****
SUB | your | party
SUB | brain | rain
OK | is | is
OK | responsible | responsible
OK | for | for
OK | language | language
OK | you | you
OK | could | could
OK | put | put
OK | somebody | somebody
SUB | into | to
OK | a | a
OK | scanner | scanner
SUB | and | i
OK | have | have
DEL | them | ****
OK | exposed | exposed
OK | to | to
OK | language | language
OK | or | or
DEL | do | ****
DEL | a | ****
SUB | linguistic | doing
SUB | task | was
SUB | or | the
SUB | talk | passport
SUB | or | office
OK | something | something
OK | and | and
SUB | then | and
OK | see | see
OK | what | what
OK | parts | parts
OK | of | of
SUB | their | your
OK | brain | brain
INS | **** | our
SUB | are | act
SUB | active | ooh
OK | another | another
OK | way | way
OK | to | to
OK | explore | explore
SUB | what | with
OK | the | the
OK | brain | brain
DEL | does | ****
SUB | is | death
OK | to | to
OK | consider | consider
OK | what | what
OK | happens | happens
OK | to | to
OK | people | people
OK | when | when
OK | very | very
OK | bad | bad
OK | things | things
OK | happen | happen
OK | to | to
OK | their | their
SUB | brain | prey
SUB | and | bob
SUB | these | is
SUB | bad | that
OK | things | things
OK | could | could
OK | happen | happen
SUB | through | to
OK | lesions | lesions
SUB | through | to
SUB | tumors | worst
SUB | through | two
OK | strokes | strokes
INS | **** | ah
SUB | through | to
OK | injury | injury
OK | for | for
DEL | the | ****
OK | most | most
OK | part | part
INS | **** | earl
SUB | neuropsychologists | psychologist
SUB | don't | a
SUB | like | white
OK | helmet | helmet
OK | laws | laws
INS | **** | bob
INS | **** | you're
INS | **** | a
SUB | neuropsychologists | psychologist
SUB | love | baba
SUB | when | motorcycle
SUB | motorcyclists | was
SUB | drive | right
SUB | without | that
OK | helmets | helmets
OK | because | because
INS | **** | you
SUB | through | have
SUB | their | for
SUB | horrible | blacks
SUB | accidents | events
OK | we | we
OK | gain | gain
SUB | great | three
OK | insights | insights
OK | into | into
OK | how | how
OK | the | the
OK | brain | brain
OK | works | works
INS | **** | i'll
SUB | and | been
SUB | the | a
OK | logic | logic
OK | is | is
DEL | if | ****
DEL | you | ****
OK | find | find
OK | somebody | somebody
DEL | crudely | ****
DEL | if | ****
SUB | you | crew
SUB | find | levi
SUB | somebody | debate
SUB | with | to
OK | damage | damage
OK | to | to
OK | this | this
OK | part | part
OK | of | of
OK | the | the
OK | brain | brain
OK | right | right
OK | here | here
OK | and | and
OK | that | that
OK | person | person
OK | can't | can't
OK | recognize | recognize
DEL | faces | ****
DEL | for | ****
SUB | instance | vases
OK | there's | there's
OK | some | some
DEL | reason | ****
SUB | to | reasonable
SUB | believe | way
OK | that | that
OK | this | this
OK | part | part
OK | of | of
OK | the | the
OK | brain | brain
OK | is | is
OK | related | related
OK | to | to
DEL | face | ****
SUB | recognition | faced
SUB | and | couldn't
SUB | so | it
SUB | from | op
SUB | the | and
SUB | study | so
SUB | of | chris
SUB | brain | i
SUB | damage | mean
SUB | and | praying
SUB | the | back
SUB | study | undecided
SUB | of | but
OK | we | we
DEL | can | ****
SUB | gain | begin
SUB | some | james
OK | understanding | understanding
OK | of | of
OK | what | what
OK | different | different
OK | parts | parts
OK | of | of
DEL | the | ****
DEL | brain | ****
SUB | do | radio
SUB | and | as
